"","Easting","Northing","Purprice","BldIntWr","BldPostW","Bld60s","Bld70s","Bld80s","TypDetch","TypSemiD","TypFlat","GarSingl","GarDoubl","Tenfree","CenHeat","BathTwo","BedTwo","BedThree","BedFour","BedFive","NewPropD","FlorArea","NoCarHh","CarspP","ProfPct","UnskPct","RetiPct","Saleunem","Unemploy","PopnDnsy"
"57223",536700,167400,91500,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,107.27620604,2.7027,56.2271,13.3333,0,20,4.4944,62.71206,9.76027
"57224",536300,166900,110000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,114.24219345,12.1849,52.9318,14.2857,0,42.8571,4.5317,88.52379,5.57554
"57225",536700,165700,114000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,135,18.1818,58.1443,0,6.25,18.75,6.3025,103.2219,10.27668
"57226",536900,165400,151000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,134.58287667,28.718,37.833,0,0,38.4615,10.2273,44.28691,9.78723
"57227",535700,166400,47000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.761911838,20,55.5166,44.4444,0,144.4444,4.7273,17.59542,5.26992
"57228",536800,162000,76000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,147,24.5283,39.5189,9.0909,9.0909,36.3636,10.9827,46.12218,7.44921
"57229",532700,162600,79000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,100.31021864,29.8246,40.2062,8.3333,16.6667,83.3333,8.1784,60.89151,8.02568
"57230",532400,162700,136000,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,125.01625397,16.4948,46.4491,8.3333,0,50,5.5336,31.78955,7.34463
"57231",532300,164200,187000,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,169,31.6239,39.6887,0,0,0,9.2857,105.8593,9.18033
"57232",534200,161600,61000,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,116.09979009,34.1232,34.0385,0,0,183.3333,14.4737,39.02972,5.21885
"57233",528800,169100,64950,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,116.09979009,23.7624,34.2812,6.25,0,12.5,5.6886,47.39333,5.73477
"57234",528900,169300,47500,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,116.09979009,22.2222,38.0645,11.1111,0,66.6667,7.2034,47.15717,3.91062
"57235",530100,168600,81000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,103,53.4091,29.7143,0,0,14.2857,6.3636,64.75001,4.7619
"57236",529500,168300,50000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,93.808630394,47.4576,26.3158,0,7.6923,23.0769,12.7168,47.93583,7.89981
"57237",528300,168800,69000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,102.16781528,49.5098,24.5283,7.6923,0,46.1539,14.2202,64.60371,4.41989
"57238",529400,168700,49000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,70.588672376,22.0339,36.3107,0,0,25,5.1502,78.8881,10.66098
"57239",528200,168900,70000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,81.269853064,31.783,29.4574,20,10,10,14.6465,92.76965,7.63547
"57240",527100,169200,59000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,114.70659261,50.5682,27.0936,33.3333,16.6667,83.3333,15,24.68004,6.52529
"57241",527000,169200,65000,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,105,20.9184,38.2979,11.7647,0,17.6471,7.4205,24.25939,5.52051
"57242",527100,168700,49500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.046718556,29.798,34.9265,23.0769,7.6923,46.1539,11.3269,81.43456,3.8835
"57243",532300,169100,70000,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,70,47.5936,25.6198,0,12.5,62.5,13.913,108.4053,5.12821
"57244",547900,172700,47000,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,49,61.8705,17.765,0,9.0909,18.1818,13.587,58.34282,8.82353
"57245",546400,172500,44000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.108762283,35.2941,39.1304,13.3333,0,20,8.7336,49.36963,6.50096
"57246",546300,172300,68000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,94,25,33,14.2857,0,85.7143,11.5524,38.93272,14.68813
"57247",546400,172000,85000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,86.564003492,19.5652,40.1099,6.6667,6.6667,13.3333,6.7616,78.40061,10.02278
"57248",547300,173200,66000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,98,23.9669,41.5873,16.6667,0,50,7.8788,44.85975,13.8191
"57249",545300,171600,72000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,140,52.4664,20,0,8.3333,41.6667,18.5455,15.16492,9.71787
"57250",546600,174300,62000,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,66.873479093,59.0062,14.6947,0,0,0,26.0274,12.67376,2.18447
"57251",546600,174300,65500,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,79,36.9427,31.75,0,8.3333,33.3333,9.8131,162.7584,5.34188
"57252",547200,173800,66000,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,58.978693367,31.875,29.6537,0,0,15.3846,13.9918,129.5752,4.67446
"57253",546500,174400,88750,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,111.45579849,35.7576,37.5,0,6.25,0,7.5377,46.23783,12.03884
"57254",547200,176400,61000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,72.446269017,16.5958,52.1739,0,0,50,7.5988,54.35534,8.05604
"57255",546400,175600,62000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,104,67.7852,15.6757,0,0,10,30.4636,102.6774,22.97735
"57256",549100,178000,49000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,78,21.9626,44.6043,0,0,53.8462,6.25,73.32863,3.53982
"57257",549000,178300,72000,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,46,25.4335,32.9502,9.0909,0,36.3636,7.4349,53.83482,9.48905
"57258",548000,176600,85000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,96,25.4237,42.2633,8.3333,0,50,7.489,46.50223,3.92562
"57259",549700,176100,79995,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,94.737428715,25.4335,32.9502,9.0909,0,36.3636,7.4349,53.83482,9.48905
"57260",549600,176000,41000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,53,28.9773,38.6207,18.1818,18.1818,27.2727,9.8425,80.40439,8.42912
"57261",551300,176200,61500,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,102,40.9326,29.8211,0,0,46.1539,11.5556,79.68333,7.30337
"57262",550100,177400,55000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,128,42.328,32.1759,0,16.6667,183.3333,7.4713,24.16166,6.1753
"57263",551700,177700,53000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.071387439,27.0073,27.673,0,0,9.0909,11.2745,83.78049,6.99816
"57264",535000,180200,60000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,103.3752531,27.0073,27.673,0,0,9.0909,11.2745,83.78049,6.99816
"57265",537900,186000,34000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.703044601,36.7089,30.8069,0,0,11.1111,10.628,36.81479,7.6087
"57266",537900,187000,52000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,89.350398454,11.8812,38.5938,14.2857,7.1429,28.5714,6.4815,47.26472,6.98467
"57267",538100,187000,50000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,98.638381662,28.6432,36.6483,7.6923,0,38.4615,6.2015,55.99673,3.59168
"57268",537100,187400,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.08091691,10.7759,53.8462,15.7895,0,21.0526,2.3499,84.82249,15.76227
"57269",536500,187200,112000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,128.73144725,13.5922,47.9592,0,0,31.25,5.9801,53.05677,8.72781
"57270",540900,187900,50000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,122.5084985,32.618,37.9798,7.1429,0,42.8571,7.6412,89.33713,8.73606
"57271",542600,185800,50000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,78.483458102,26.3158,38.2759,0,7.6923,30.7692,5.0676,112.036,9.78044
"57272",540700,181800,47000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,91.951033753,20.7792,49.3151,9.0909,0,27.2727,4.5455,54.65385,14.33022
"57273",539800,183300,42500,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,90.186316943,14.1414,49.5088,25,0,41.6667,4.898,73.68051,8.35381
"57274",539500,183400,54000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,102.16781528,12.381,51.5958,0,0,17.6471,4.3333,92.80144,4.61847
"57275",542200,180100,64000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,83.127449706,29.6804,46.5438,12.5,0,18.75,5.6338,108.5332,15.16245
"57276",539000,189300,60000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,68.359556406,31.2195,54.6296,13.3333,0,26.6667,4.5455,102.9342,21.00592
"57277",536400,190400,45995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72.539148849,28.1081,44.9541,14.2857,7.1429,21.4286,4.9587,56.3578,11.26374
"57278",537100,190300,70000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,105.13996991,24.6377,54.8872,14.2857,0,35.7143,3.6199,132.3246,7.5
"57279",536200,189600,68000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,115.91403043,23.6948,43.7991,0,0,37.5,5.0296,40.08419,6.69145
"57280",536300,188800,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.093251351,45.9596,27.7328,0,7.1429,21.4286,11.9403,45.42132,7.9922
"57281",536800,188600,36000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.384225289,15.9664,56.1694,5.5556,0,16.6667,2.7607,18.52998,6.37584
"57282",536800,188300,60000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,94,40.3434,38.4458,14.2857,0,42.8571,7.3579,14.48594,7.51445
"57283",536600,187700,109000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,129,77.3585,12.012,20,60,140,30.7087,43.62948,4.64037
"57284",538000,193400,81000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,85,77.6042,11.3022,0,11.1111,66.6667,23.8095,149.7309,8.97196
"57285",538200,193800,95000,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,121,24.6154,56.1514,15.3846,0,46.1539,3.125,98.98856,7.65306
"57286",539400,194100,98500,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,112,33.3333,37.2549,11.7647,0,11.7647,9.9688,49.4519,5.20231
"57287",537800,194500,46000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.198465625,68.0556,19.2225,9.0909,9.0909,36.3636,24.4444,105.6551,14.61988
"57288",535600,185800,59500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,103,7.6923,53.3849,40,0,50,2.2321,71.38557,26.18026
"57289",542200,183500,70000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,106.44028756,42.6901,32.5648,7.1429,0,7.1429,20.1794,122.62,10.68376
"57290",542300,184200,63500,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,96.130626196,23.2228,53.3333,5.5556,0,0,4.2254,55.5607,20.58111
"57291",543100,184300,60000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,114.42795311,30.597,30.9045,14.2857,0,28.5714,14.6739,97.99445,14.55399
"57292",542100,182700,64000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,100.31021864,58.296,22.1312,0,15.3846,30.7692,20.9184,101.9467,4.5082
"57293",542900,182900,90000,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,137.92655063,31.579,42.6426,11.1111,0,66.6667,8.4211,38.61865,7.02811
"57294",542500,181800,39000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,61.579328665,66.8421,19.4667,0,0,88.8889,19.1617,60.24563,17.07921
"57295",542800,182500,52500,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,95.944866532,39.0977,24.8792,0,28.5714,42.8571,19.5238,37.64783,6.0241
"57296",541300,184600,37000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.23565471,44.1964,33.8645,0,7.1429,28.5714,12,124.0635,2.16718
"57297",540900,184300,103000,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,144,36.0544,35.3623,0,9.0909,0,8.3333,265.1388,12.29314
"57298",533600,185300,50000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,89.814797615,43.2203,29.8482,0,0,69.2308,14.8551,18.07667,4.26929
"57299",536200,184800,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.223134509,54.4041,24.7216,0,20,6.6667,20.1613,141.9065,10.58201
"57300",534400,196200,56000,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,73.375067338,53.3333,32.6284,0,0,8.3333,14.1593,14.26928,5.24934
"57301",534100,195500,90000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,91.022235432,34.1969,42.3593,23.0769,0,46.1539,6.9264,55.66961,19.52941
"57302",534000,195200,77500,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,83.591848866,53.8462,20.4007,9.0909,9.0909,18.1818,27.7778,238.2591,10.66667
"57303",533100,197500,77995,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,92.229673249,42.4528,29.9213,7.6923,0,30.7692,16.4286,121.045,11.78637
"57304",533500,197200,100000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,98.917021158,53.2609,25.8294,0,0,62.5,14.7368,106.9355,7.90774
"57305",533500,197400,61000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65.015882451,69.7802,9.0041,9.0909,9.0909,0,33.0677,66.60085,3.52251
"57306",533600,198200,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,125.3877733,47.1204,26.6811,0,0,16.6667,9.4697,32.38128,13.98747
"57307",532900,197800,63000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,66.873479093,26.4249,36.9025,13.3333,0,13.3333,8.9147,162.3723,8.8
"57308",532500,198000,54000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.371890848,51.8717,23.0315,8.3333,8.3333,41.6667,20.339,151.4503,8.73016
"57309",536100,198700,47000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.263500084,79.5031,16.7331,0,0,60,14.4068,35.18601,6.65025
"57310",535300,196300,65000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,97.523823677,29.2308,49.1667,16.6667,0,0,5.9524,65.17018,16.42857
"57311",535700,196000,83000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,78.019058942,17.9688,47.4522,11.1111,11.1111,0,4.0541,4.66251,16.23616
"57312",527000,195200,61500,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,81.269853064,25.1366,40.9302,7.1429,0,21.4286,11.2108,15.82627,59.47713
"57313",527300,194500,29500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.551483291,44.5313,31.3333,40,0,80,16.7702,28.69905,4.39024
"57314",525800,195800,69950,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,61,15.0376,39.6825,22.2222,0,33.3333,7.8212,30.39432,12.46106
"57315",517600,183600,67000,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,89,46.875,30.719,16.6667,0,0,9.5238,43.96303,11.76471
"57316",518500,183900,72500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79.319376591,59.2105,25,0,0,33.3333,19.5,65.77848,11.98044
"57317",515700,185500,44000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,54.984860587,46.1929,35.8442,0,0,0,9.8039,99.49487,13.89831
"57318",519800,184300,69000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,90,46.1929,35.8442,0,0,0,9.8039,99.49487,13.89831
"57319",515500,185600,56000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,106.06876823,58.9041,22.561,0,20,20,13.3333,85.08504,19.09722
"57320",517700,185000,45000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,56,53.6585,33.6788,0,10,10,9.396,83.26683,27.13178
"57321",517400,186500,119000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,121,55.6962,32.5581,0,0,50,10.1266,127.3054,17.59657
"57322",517300,186800,56000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,92,36.8687,37.7404,16.6667,0,41.6667,8.7805,43.11505,7.03422
"57323",517200,185600,77500,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,125,7.9208,54.6219,20,0,26.6667,3.1359,32.92524,5.15873
"57324",518100,184800,85000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,128,73.8854,16.7247,0,0,200,10.1449,183.5945,6.76533
"57325",517800,184700,67500,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,72,62.2517,25.4032,0,0,120,12.6126,113.8162,8.73786
"57326",515200,189200,82000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,86.378243828,59.1954,21.0918,0,27.2727,18.1818,12.7359,53.66098,14.56311
"57327",516000,188400,94000,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,98,24.7253,33.5116,0,6.6667,20,8.7542,93.75267,10.17699
"57328",514300,188000,53000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,67,19.5122,39.6186,15.3846,7.6923,0,12.0301,51.56404,36.27451
"57329",514500,188100,99000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,127,17.8295,46.4183,36.3636,0,9.0909,3.6269,55.33452,12.34867
"57330",514200,188100,58000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74.303865659,41.4508,34.0967,0,0,5.2632,7.5,86.62628,14.37247
"57331",514300,186900,108000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,156.9669162,54.1667,19.6833,0,0,75,10.9589,60.93286,11.92214
"57332",514000,188700,54500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172,10.4762,54.4933,17.6471,0,29.4118,5.2288,79.53842,6.15079
"57333",513300,188200,50000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63.62268497,44.335,29.3413,0,0,70,9.0395,94.4339,8.54271
"57334",513000,187700,50000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60.371890848,40.8163,32.3077,0,0,162.5,12.5,61.2073,4.98339
"57335",512700,185800,69000,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,85.449445507,32.618,38.2857,8.3333,8.3333,91.6667,7.9245,46.90748,3.25342
"57336",514100,186500,71000,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,80.805453904,24.7573,38.2739,5.8824,0,0,9.1216,45.40298,6.66667
"57337",512500,185700,88000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,120.7437817,29.7414,41.25,0,0,50,7.3333,52.9727,4.12926
"57338",512500,185900,85000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,89.16463879,23,42.8037,9.0909,9.0909,63.6364,5.8366,44.13194,5.25502
"57339",512600,186400,133000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,151,37.2294,31.5966,0,11.1111,122.2222,15.8915,4.92959,12.67606
"57340",517800,187700,40250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,39.0558,36.2162,0,20,70,5.4795,3.46431,5.49451
"57341",514700,190200,43500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.715379043,27.1552,36.6873,0,7.6923,46.1539,10.9325,47.46223,6.71875
"57342",514400,190700,74000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,83,21.3954,41.8278,12.5,0,12.5,8.2803,52.14391,5.00808
"57343",514900,190700,190000,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,164,28.3784,39.3195,0,0,30.7692,9.7166,5.95267,4.24628
"57344",514900,191200,99000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,115,19.4313,46.5421,0,0,54.5455,8.1481,75.65636,3.83795
"57345",516700,189300,56500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,17.7914,45.7275,0,9.0909,27.2727,9.9602,19.07644,7.31707
"57346",518100,189300,92000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,127,22.1591,48.5507,7.1429,0,21.4286,7.6271,71.37897,1.59453
"57347",517400,189400,71000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,81.176973232,22.549,40.9575,0,6.6667,40,6.8592,94.97102,5.90717
"57348",517900,189100,75000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,105.88300856,36.9565,31.982,0,0,80,7.619,95.56926,2.89855
"57349",510800,186000,73000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,84.520647187,22.4409,40.8132,0,0,20,7.0652,93.73676,5.04886
"57350",509700,185500,75000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,64,22.439,40.7801,7.6923,0,53.8462,9.8101,41.31371,8.72818
"57351",510100,186800,106000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,100.7746178,44.6154,29.9363,0,0,45.4545,9.9099,95.442,6.23743
"57352",508100,187700,72000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,101.79629595,41.9913,28.7931,10,0,90,15.1394,101.0004,7.03518
"57353",508200,187700,72000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,101.79629595,16.3866,50.1805,6.25,6.25,37.5,5.9561,55.14235,7.79221
"57354",508200,187700,92000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,84.985046347,54.1237,26.087,0,0,77.7778,14.5946,116.88,3.83275
"57355",508500,189000,99250,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,71.517470696,80.3571,11.0092,0,10,90,18.2266,68.3474,6.45724
"57356",509300,187200,153000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,142.10614307,30.6383,41.8511,11.7647,11.7647,41.1765,7.6655,118.6478,5.71992
"57357",512200,191100,68000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,94.273029554,51.0417,27.4232,10,10,20,9.0909,76.79525,4.8583
"57358",508500,191400,49000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,72.4868,14.5985,0,22.2222,33.3333,34.1121,140.8954,8.97098
"57359",507900,192000,94000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,116,27.6699,41.0506,14.2857,0,21.4286,4.7273,54.6174,7.99257
"57360",516500,190700,82000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,107,27.6699,41.0506,14.2857,0,21.4286,4.7273,54.6174,7.99257
"57361",515600,192000,64000,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,86,55.2632,24.4186,0,0,133.3333,16.129,103.3026,8.14978
"57362",521000,191000,63000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,87,30.3167,37.7856,0,7.6923,38.4615,4.4218,19.06257,5.55556
"57363",520700,190600,99950,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,103,33.6493,39.5197,6.6667,0,26.6667,8.2677,211.284,6.66667
"57364",519700,190500,60000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,107,21.3836,60.0761,30,0,30,5.4455,61.82804,8.4507
"57365",518900,190500,62000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,80.341054743,75.4286,15.4321,0,0,60,26.5487,35.53241,9.52381
"57366",518800,192900,40000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,51,48.3696,28.9655,9.0909,0,27.2727,10.8108,150.5679,10.14493
"57367",520300,192400,77000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,111,42.9952,31.1828,7.6923,0,46.1539,12.6984,61.10701,9.5679
"57368",519900,185300,91000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,100,24.7191,46.9849,8.3333,0,25,7.3171,126.4701,14.7651
"57369",517800,186800,172500,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,206,30,36.1169,0,0,38.4615,6.9444,57.9711,11.66667
"57370",519500,186700,66000,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,167.18369773,20.9302,42.9111,0,0,23.5294,5.0167,77.72888,11.13074
"57371",519500,186300,60000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,87.307042149,53,26.1072,0,14.2857,128.5714,12.9412,39.70753,14.79915
"57372",545100,185700,64500,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,93.715750562,36.1111,41.6084,25,12.5,62.5,2.1277,121.1036,10.47619
"57373",544800,185900,75500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,125.3877733,60.4167,21.9626,0,0,133.3333,18.7135,31.58475,13.19648
"57374",542700,187000,98000,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,144.52101871,48.6111,27.193,8.3333,0,50,10.3004,30.18333,7.80288
"57375",542600,187100,90250,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,115.2638716,50.2646,31.3775,0,0,216.6667,8.0745,49.59332,12.12938
"57376",543000,187700,68000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,104.95421024,66.3415,14.2096,9.0909,45.4545,9.0909,23.8532,110.5702,4.58515
"57377",543000,186700,53500,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,66,65.8537,16.0156,16.6667,16.6667,33.3333,26.2222,139.8601,11.75572
"57378",543600,187100,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.443092527,22.5352,46.0227,9.0909,0,9.0909,8.0402,58.97409,6.46552
